record_id,pmid,doi,title,year,source_database,screening_round,decision,reason_code,confidence,reviewer,conflict_status,fulltext_status,citation_scope,notes
PNCS-EX-0685,32300579,10.3389/fped.2020.00136,Use of Autologous Cord Blood Mononuclear Cells Infusion for the Prevention of Bronchopulmonary Dysplasia in Extremely Preterm Neonates: A Study Protocol for a Placebo-Controlled Randomized Multicenter Trial [NCT03053076].,2020,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0686,33971884,10.1186/s12931-021-01720-0,Lung function trajectories in children with post-prematurity respiratory disease: identifying risk factors for abnormal growth.,2021,MED,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0687,38648461,10.4103/ijo.ijo_1640_23,Risk factor-based models to predict severe retinopathy of prematurity in preterm Thai infants.,2024,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0688,39378309,10.1002/dev.22554,Ganaxolone Therapy After Preterm Birth Restores Cerebellar Oligodendrocyte Maturation and Myelination in Guinea Pigs.,2024,MED,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused
PNCS-EX-0689,40867903,10.3390/antiox14081007,Cyclodextrin-Based Nanotransporters as a Versatile Tool to Manage Oxidative Stress-Induced Lung Diseases.,2025,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;05_inhaled_budesonide;06_school_age_adult
PNCS-EX-0690,29095430,10.1038/jp.2017.165,Excipient exposure in very low birth weight preterm neonates.,2018,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0691,PMC10669361,,Furin Regulates the Alveolarization of Neonatal Lungs in a Mouse Model of Hyperoxic Lung Injury,2023,PMC,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0692,37609093,10.7759/cureus.42285,An Early Presentation of Spontaneous Intestinal Perforation in a Very Low Birth Weight Neonate: A Case Report.,2023,MED,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0693,39183288,10.1186/s12916-024-03542-5,Antenatal steroids elicited neurodegenerative-associated transcriptional changes in the hippocampus of preterm fetal sheep independent of lung maturation.,2024,MED,title_abstract,exclude,wrong_intervention_antenatal,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;03_rcts;06_school_age_adult
PNCS-EX-0694,33970483,10.1002/14651858.cd011672.pub2,Surfactant therapy via thin catheter in preterm infants with or at risk of respiratory distress syndrome.,2021,MED,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;02_systematic_reviews;03_rcts
PNCS-EX-0695,37219236,10.1164/rccm.202210-1971oc,Cardiorespiratory Monitoring Data to Predict Respiratory Outcomes in Extremely Preterm Infants.,2023,MED,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0696,33345317,10.1111/dmcn.14781,Risk factors in early life for developmental coordination disorder: a scoping review.,2021,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;02_systematic_reviews;06_school_age_adult
PNCS-EX-0697,40155574,10.1007/s10549-025-07684-9,"Biology, care, and outcomes of gestational breast cancers: a review.",2025,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0698,36034575,10.3389/fped.2022.953122,Extracorporeal membrane oxygenation in the care of a preterm infant with COVID-19 infection: Case report.,2022,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0699,32008764,10.1016/j.jpeds.2019.12.028,Behavior Profiles at 2 Years for Children Born Extremely Preterm with Bronchopulmonary Dysplasia.,2020,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0700,29374791,10.1007/s00408-018-0084-z,"Recent Advances in Bronchopulmonary Dysplasia: Pathophysiology, Prevention, and Treatment.",2018,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;05_inhaled_budesonide
PNCS-EX-0701,32637389,10.3389/fped.2020.00318,Predicting Lung Health Trajectories for Survivors of Preterm Birth.,2020,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;05_inhaled_budesonide;06_school_age_adult
PNCS-EX-0702,38189914,10.1007/s00431-023-05387-1,Electrical Cardiometry during transition and short-term outcome in very preterm infants: a prospective observational study.,2024,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused
PNCS-EX-0703,31700090,10.1038/s41372-019-0548-x,Hospitalization costs associated with bronchopulmonary dysplasia in the first year of life.,2020,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0704,35173301,10.1038/s41390-022-01983-3,NICU-based stress response and preterm infant neurobehavior: exploring the critical windows for exposure.,2022,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0705,37745698,10.3389/fendo.2023.1242387,"Case report: a premature infant with severe intrauterine growth restriction, adrenal insufficiency, and inflammatory diarrhea: a genetically confirmed case of MIRAGE syndrome.",2023,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0706,34177475,10.3389/fnsys.2021.655164,Cerebellum and Prematurity: A Complex Interplay Between Disruptive and Dysmaturational Events.,2021,MED,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0707,37073231,10.1007/s13224-022-01664-5,Elucidating the Effect of Antenatal Corticosteroids in the Late Preterm Period.,2023,MED,title_abstract,exclude,wrong_intervention_antenatal,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0708,29705119,10.1016/j.jpeds.2018.02.074,Relationship between Epigenetic Maturity and Respiratory Morbidity in Preterm Infants.,2018,MED,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0709,33816409,10.3389/fped.2021.648828,Development and Validation of a Nomogram for Predicting Bronchopulmonary Dysplasia in Very-Low-Birth-Weight Infants.,2021,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0710,37507127,10.1136/bcr-2023-255216,"Recurrent group B stretococcus infection in an extremely premature infant: as a preterm neonate, infant and toddler.",2023,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0711,38357510,10.3389/fped.2024.1361074,Does perinatal management have the potential to reduce the risk of intraventricular hemorrhage in preterm infants?,2024,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused
PNCS-EX-0712,36127407,10.1038/s41390-022-02274-7,Artificial and human intelligence for early identification of neonatal sepsis.,2023,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0713,34185907,10.1002/jcph.1827,Dose-Related Adverse Drug Events in Neonates: Recognition and Assessment.,2021,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0714,40722948,10.3390/antiox14070844,The Destructive Cycle in Bronchopulmonary Dysplasia: The Rationale for Systems Pharmacology Therapeutics.,2025,MED,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0715,38397746,10.3390/antiox13020148,Retinopathy of Prematurity-Targeting Hypoxic and Redox Signaling Pathways.,2024,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0716,38615075,10.1038/s41390-024-03197-1,Value of preclinical systematic reviews and meta-analyses in pediatric research.,2024,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0717,PMC12984162,,Fetal Growth Restriction: Contemporary Evidence to Guide Delivery Timing and Intrapartum Management,2026,PMC,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0718,27391870,10.1016/j.earlhumdev.2016.03.010,Very low birth weight infants in China: the predictive value of the motor repertoire at 3 to 5months for the motor performance at 12months.,2016,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused
PNCS-EX-0719,30991622,10.1016/j.nicl.2019.101787,Impaired hippocampal development and outcomes in very preterm infants with perinatal brain injury.,2019,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0720,30505278,10.3389/fphys.2018.01583,Brain Volumes and Developmental Outcome in Childhood Following Fetal Growth Restriction Leading to Very Preterm Birth.,2018,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0721,34199266,10.3390/children8060501,Early High-Dose Caffeine Improves Respiratory Outcomes in Preterm Infants.,2021,MED,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0722,34084876,10.1016/j.ijpam.2019.11.005,Risk factors for intraventricular hemorrhage in premature infants in the central region of Saudi Arabia.,2021,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused
PNCS-EX-0723,35250378,10.1055/a-1555-3444,Administration of Antenatal Corticosteroids: Current State of Knowledge.,2022,MED,title_abstract,exclude,wrong_intervention_antenatal,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0724,39434912,10.3389/fpsyg.2024.1441824,The effect of live-performed music therapy with physical contact in preterm infants on parental perceived stress and salivary cortisol levels.,2024,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;03_rcts;04_hydrocortisone_focused
PNCS-EX-0725,37446407,10.3390/ijms241311229,Stem/Progenitor Cells and Related Therapy in Bronchopulmonary Dysplasia.,2023,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0726,38406870,10.1080/09297049.2024.2314958,Relationships between cortisol levels across early childhood and processing speed at age 4.5 years in children born very preterm.,2024,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0727,29125893,10.1002/14651858.cd011932.pub2,Mesenchymal stem cells for the prevention and treatment of bronchopulmonary dysplasia in preterm infants.,2017,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;02_systematic_reviews;03_rcts;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0728,39513884,10.3390/cells13211774,Endoplasmic Reticulum Stress in Bronchopulmonary Dysplasia: Contributor or Consequence?,2024,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0729,41095759,10.3390/diagnostics15192540,An Account of Acute Myeloid Leukemia Complicating Pregnancy and Literature Review.,2025,MED,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0730,39234330,10.18295/squmj.6.2024.030,Evaluation of Clinical Efficacy of Biodegradable Chip Containing &lt;i&gt;Salvadora persica&lt;/i&gt; (miswak) Extract in Chitosan Base as an Adjunct to Scaling and Root Planing in the Management of Periodontitis.,2024,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0731,39633347,10.1186/s12887-024-05294-w,"Factors associated with the admission of moderate to late preterm and term neonates within 72 hours of birth at Dedza and Mangochi District Hospitals, Malawi: a matched case-control study.",2024,MED,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0732,37530261,10.4103/ijo.ijo_116_23,Association between severe retinopathy of prematurity (ROP) and poor motor neurodevelopmental outcome.,2023,MED,title_abstract,exclude,not_prioritized_after_pico_screen,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0733,40142951,10.3390/pharmaceutics17030285,Maternal MitoQ Treatment Is Protective Against Programmed Alterations in CYP Activity Due to Antenatal Dexamethasone.,2025,MED,title_abstract,exclude,wrong_intervention_antenatal,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0734,33876883,10.1002/sctm.20-0330,Stem cells for bronchopulmonary dysplasia in preterm infants: A randomized controlled phase II trial.,2021,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0735,34778147,10.3389/fped.2021.757299,Routine Administration of a Multispecies Probiotic Containing &lt;i&gt;Bifidobacterium&lt;/i&gt; and &lt;i&gt;Lactobacillus&lt;/i&gt; to Very Low Birth Weight Infants Had No Significant Impact on the Incidence of Necrotizing Enterocolitis.,2021,MED,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0736,26350726,10.1177/0883073815599258,Strabismus at Age 2 Years in Children Born Before 28 Weeks' Gestation: Antecedents and Correlates.,2016,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0737,33085599,10.2450/2020.0092-20,Red blood cell transfusions and potentially related morbidities in neonates under 32 weeks' gestation.,2021,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0738,38892833,10.3390/jcm13113122,Efficacy and Safety of Intravenous Magnesium Sulfate in Spinal Surgery: A Systematic Review and Meta-Analysis.,2024,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;02_systematic_reviews;06_school_age_adult
PNCS-EX-0739,34277516,10.3389/fped.2021.664033,Differences in Comorbidities and Clinical Burden of Severe Bronchopulmonary Dysplasia Based on Disease Severity.,2021,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0740,40843754,10.3390/medsci13030132,Hyperemesis in Pregnancy: Complications and Treatment.,2025,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0741,26331704,10.1111/apa.13174,Brain disorders associated with corticotropin-releasing hormone expression in the placenta among children born before the 28th week of gestation.,2016,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0742,35667419,10.1016/j.ajog.2022.05.060,Associations between antenatal corticosteroid exposure and neurodevelopment in infants.,2022,MED,title_abstract,exclude,wrong_intervention_antenatal,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0743,36044737,10.1093/stmcls/sxac062,Mesenchymal Stromal/Stem Cell Extracellular Vesicles and Perinatal Injury: One Formula for Many Diseases.,2022,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0744,40196234,10.3389/fnins.2025.1539867,Stress in utero: prenatal dexamethasone exposure causes greater structural gliovascular alterations in female offspring than in males.,2025,MED,title_abstract,exclude,wrong_intervention_antenatal,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0745,37968327,10.1038/s41598-023-47292-5,"No associations between type 1 diabetes and atopic dermatitis, allergic rhinitis, or asthma in childhood: a nationwide Danish case-cohort study.",2023,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0746,40744144,10.1016/j.clinme.2025.100488,Pituitary disorders in pregnancy.,2025,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0747,40606621,10.3389/fphar.2025.1624119,Effectiveness and impact of intravenous magnesium sulfate in spinal surgery systematic review and meta-analysis.,2025,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;02_systematic_reviews;03_rcts;06_school_age_adult
PNCS-EX-0748,33869114,10.3389/fped.2021.636638,Co-bedding of Preterm Newborn Pigs Reduces Necrotizing Enterocolitis Incidence Independent of Vital Functions and Cortisol Levels.,2021,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused
PNCS-EX-0749,40343271,10.1016/j.isci.2025.112313,Auditory evoked delta brushes involve stimulus-specific cortical networks in preterm infants.,2025,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0750,40291577,10.12998/wjcc.v13.i12.98768,Corticosteroids in posterior reversible encephalopathy syndrome: Friend or foe? A systematic review.,2025,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;02_systematic_reviews;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0751,37708497,10.1097/aog.0000000000005352,Antenatal Corticosteroids at 21-23 Weeks of Gestation.,2024,MED,title_abstract,exclude,wrong_intervention_antenatal,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;03_rcts;06_school_age_adult
PNCS-EX-0752,29649829,10.1159/000487847,Relation of Retinopathy of Prematurity to Brain Volumes at Term Equivalent Age and Developmental Outcome at 2 Years of Corrected Age in Very Preterm Infants.,2018,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused
PNCS-EX-0753,27417651,10.1053/j.semperi.2016.05.011,"Changing definitions of long-term follow-up: Should ""long term"" be even longer?",2016,MED,title_abstract,exclude,not_prioritized_after_pico_screen,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0754,28192509,10.1371/journal.pone.0171760,Drug versus placebo randomized controlled trials in neonates: A review of ClinicalTrials.gov registry.,2017,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;03_rcts;04_hydrocortisone_focused;05_inhaled_budesonide;06_school_age_adult
PNCS-EX-0755,41465524,10.3390/ijms262412099,Short- and Long-Term Effects of Sodium Phenylbutyrate on White Matter and Sensorimotor and Cognitive Behavior in a Mild Murine Model of Encephalopathy of Prematurity.,2025,MED,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0756,34639034,10.3390/ijms221910694,Oxygen Toxicity to the Immature Lung-Part II: The Unmet Clinical Need for Causal Therapy.,2021,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;05_inhaled_budesonide;06_school_age_adult
PNCS-EX-0757,37879559,10.1016/j.chest.2023.10.020,"Exploring the Association of Male Sex With Adverse Outcomes in Severe Bronchopulmonary Dysplasia: A Retrospective, Multicenter Cohort Study.",2024,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused
PNCS-EX-0758,37966585,10.1007/s40199-023-00490-y,Adrenergic receptors blockade alleviates dexamethasone-induced neurotoxicity in adult male Wistar rats: Distinct effects on β-arrestin2 expression and molecular markers of neural injury.,2024,MED,title_abstract,exclude,wrong_population_adult,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0759,40604892,10.1186/s13052-025-02032-5,Dynamic analysis of pathogenic distribution and drug resistance mechanism in neonatal suppurative meningitis: a retrospective study.,2025,MED,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0760,35357352,10.1097/md.0000000000029103,Extremely premature infants with patent ductus arteriosus closure: Comparative analysis of surgical ligation versus cardiac catheterization-based closure.,2022,MED,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;03_rcts;04_hydrocortisone_focused
PNCS-EX-0761,37045946,10.1038/s41390-023-02597-z,Functional morphometry: non-invasive estimation of the alveolar surface area in extremely preterm infants.,2023,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0762,41585793,10.3389/fendo.2025.1744280,Unveiling the hidden: acquired pediatric hypothyroidism.,2025,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;06_school_age_adult
PNCS-EX-0763,29864169,10.1371/journal.pone.0198471,Short- and long-term neonatal outcomes according to differential exposure to antenatal corticosteroid therapy in preterm births prior to 24 weeks of gestation.,2018,MED,title_abstract,exclude,wrong_intervention_antenatal,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0764,35620146,10.3389/fped.2022.862038,Management Practices During Perinatal Respiratory Transition of Very Premature Infants.,2022,MED,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;04_hydrocortisone_focused;05_inhaled_budesonide
PNCS-EX-0765,26435676,10.1093/pch/20.6.e33,Cognitive and motor function of neurologically impaired extremely low birth weight children.,2015,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0766,36313352,10.3389/fphar.2022.988974,Landscape analysis for a neonatal disease progression model of bronchopulmonary dysplasia: Leveraging clinical trial experience and real-world data.,2022,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;05_inhaled_budesonide;06_school_age_adult
PNCS-EX-0767,36138684,10.3390/children9091375,Risk Factors for Sensorineural Hearing Loss and Auditory Maturation in Children Admitted to Neonatal Intensive Care Units: Who Recovered?,2022,MED,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0768,26799967,10.1055/s-0035-1571202,Short- and Long-Term Outcomes for Extremely Preterm Infants.,2016,MED,title_abstract,exclude,not_prioritized_after_pico_screen,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;06_school_age_adult
PNCS-EX-0769,29659748,10.1093/cid/ciy311,"Burden, Etiology, and Risk Factors of Respiratory Virus Infections Among Symptomatic Preterm Infants in the Tropics: A Retrospective Single-Center Cohort Study.",2018,MED,title_abstract,exclude,wrong_population_preclinical,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core
PNCS-EX-0770,37497794,10.1002/14651858.cd003212.pub4,Nasal intermittent positive pressure ventilation (NIPPV) versus nasal continuous positive airway pressure (NCPAP) for preterm neonates after extubation.,2023,MED,title_abstract,exclude,wrong_outcome_or_short_term_only,medium,Codex/AI-assisted single reviewer,none,not_sought_excluded,not_cited,angles=01_core;02_systematic_reviews;03_rcts;06_school_age_adult
